query_string,category,levsim,pageid,timestamp,snippet,wordcount
"theory of games ,",Ninja Theory games,0.333333333333333,57753432,2018-06-24T08:13:30Z,NA,0
theory of syntax (,Formal systems,0.333333333333333,24403323,2018-12-31T21:38:13Z,NA,0
theory of probability,Functions related to probability distributions,0.326086956521739,31110967,2021-04-07T16:14:33Z,"Wikimedia Commons has media related to Functions related to <span class=""searchmatch"">probability</span> distributions.",0
"theory of literature , literary",Essays about literature,0.32258064516129,33685929,2018-07-09T08:12:59Z,"Essays about <span class=""searchmatch"">literature</span>.",3
"theory of literature , literary",Literary theory,0.32258064516129,3101549,2021-07-01T22:43:52Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",0
theories of literary,Essays in literary criticism,0.321428571428571,17724904,2021-04-17T17:42:50Z,"Category:Books <span class=""searchmatch"">of</span> <span class=""searchmatch"">literary</span> criticism Category:Essays in <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>",8
theory of semantic,Philosophy of language,0.318181818181818,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of graphs,Geometric graph theory,0.318181818181818,7129004,2020-11-02T22:09:56Z,"Geometric <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>. It concerns straight-line embeddings <span class=""searchmatch"">of</span> <span class=""searchmatch"">graphs</span> in geometric spaces and <span class=""searchmatch"">graphs</span> defined from configurations",55
theory of graphs,Algebraic graph theory,0.318181818181818,1575567,2020-08-29T18:49:41Z,"Algebraic <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>.",9
theory of learning,Social learning theory,0.318181818181818,16162632,2018-12-31T21:29:54Z,"Social <span class=""searchmatch"">learning</span> <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",50
theory of directed,Philosophy of language,0.318181818181818,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of semantics,Philosophy of language,0.318181818181818,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of speech,Philosophy of language,0.318181818181818,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of translation,Philosophy of language,0.318181818181818,744038,2020-04-25T17:59:38Z,"(to the extent that both are linguistic), communication, interpretation, and <span class=""searchmatch"">translation</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",73
theories of human,Conspiracy theories in popular culture,0.31578947368421,43818296,2021-02-12T02:40:10Z,"Fiction, or other popular culture, which contains fictitious or real conspiracy <span class=""searchmatch"">theories</span>.",12
theory of making,Theoretical physics,0.31578947368421,691938,2021-02-01T13:13:59Z,"world by <span class=""searchmatch"">making</span> a model <span class=""searchmatch"">of</span> reality, used for rationalizing, explaining, and predicting physical phenomena in what are called &quot;physical <span class=""searchmatch"">theories</span>.&quot; There",88
theory of diffusion,Theories,0.31578947368421,1963117,2020-07-26T11:44:39Z,"A <span class=""searchmatch"">theory</span> provides an explanatory framework for some observation, and from the assumptions <span class=""searchmatch"">of</span> the explanation follows a number <span class=""searchmatch"">of</span> possible hypotheses that",36
theory of language,Programming language researchers,0.3125,13947677,2021-06-18T00:18:21Z,"research in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, compiler construction and program analysis. See also, Category:Programming <span class=""searchmatch"">language</span> designers",21
theories of language,Programming language researchers,0.3125,13947677,2021-06-18T00:18:21Z,"research in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, compiler construction and program analysis. See also, Category:Programming <span class=""searchmatch"">language</span> designers",21
theory of graphs,Graphs,0.3125,693667,2016-01-31T20:43:02Z,"<span class=""searchmatch"">Graphs</span> as used in <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>. For <span class=""searchmatch"">graphs</span> as charts, plots and drawings, see Category:Statistical charts and diagrams.",18
theory of single,Southern Ming,0.3125,55023005,2021-08-04T15:11:47Z,"of the Qing dynasty Manchu people Names <span class=""searchmatch"">of</span> the Qing dynasty New Qing History Qing conquest <span class=""searchmatch"">theory</span> Timeline <span class=""searchmatch"">of</span> late anti-Qing rebellions Treaty ports Willow",23
theory of syntax,Formal systems,0.3125,24403323,2018-12-31T21:38:13Z,NA,0
theories of information,Quantum information theory,0.307692307692308,1159516,2013-03-29T05:31:28Z,"Quantum <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> is a generalization <span class=""searchmatch"">of</span> classical <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> to use quantum-mechanical particles and interference. It is used in the",29
theory of formal languages,Formal theories,0.307692307692308,24825997,2020-10-04T10:23:11Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Formal</span> <span class=""searchmatch"">theories</span>.",0
theory of formal languages,Program analysis,0.307692307692308,30677141,2018-08-31T22:01:44Z,NA,0
"theory of games ,",Alternate history role-playing games,0.305555555555556,67185326,2021-03-23T15:23:02Z,"Role-playing <span class=""searchmatch"">games</span> (including live-action) in the alternate history genre, including &quot;secret history&quot; and conspiracy <span class=""searchmatch"">theory</span>.",17
theory of aesthetic,Concepts in metaphysics,0.304347826086957,25063390,2021-04-12T20:39:07Z,"Philosophy portal Metaphysics is a branch <span class=""searchmatch"">of</span> philosophy exploring the fundamental questions, including the nature <span class=""searchmatch"">of</span> concepts like being, existence, and reality",92
theory of tonal music,Post-tonal music theory,0.304347826086957,14695644,2020-02-26T01:57:17Z,"Wikimedia Commons has media related to Post-<span class=""searchmatch"">tonal</span> <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>.",0
theory of language,Programming languages conferences,0.303030303030303,27677783,2015-03-31T16:15:43Z,"Academic conferences in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">languages</span>, programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, and compiler design.",14
theories of language,Programming languages conferences,0.303030303030303,27677783,2015-03-31T16:15:43Z,"Academic conferences in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">languages</span>, programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, and compiler design.",14
"theory of language ,",The Big Bang Theory,0.3,33137387,2021-01-24T09:09:29Z,"This is a category for articles about and closely related to the CBS television series The Big Bang <span class=""searchmatch"">Theory</span>.",19
theory of statistics,Econometrics,0.3,946892,2021-06-05T11:00:26Z,"and relationships. It is a combination of mathematical economics, economic <span class=""searchmatch"">statistics</span>, and economic <span class=""searchmatch"">theory</span>. See also: requested terms in Econometrics",42
theory of conceptual,Conceptualism,0.3,22165423,2017-04-10T21:58:00Z,NA,0
theory of history,Military theory,0.294117647058823,14872290,2021-07-29T17:54:23Z,"military <span class=""searchmatch"">theory</span>, the analysis <span class=""searchmatch"">of</span> normative behavior and trends in military affairs and military <span class=""searchmatch"">history</span>, beyond simply describing events in war. <span class=""searchmatch"">Theories</span> and",53
theory of history,Music theory,0.294117647058823,736492,2020-02-26T02:02:42Z,"Music <span class=""searchmatch"">theory</span> is a set <span class=""searchmatch"">of</span> systems for analyzing, classifying, and composing music and the elements <span class=""searchmatch"">of</span> music. Narrowly it may be defined as the description",66
"theory of signs ,",Semioticians,0.294117647058823,1045370,2014-01-03T07:50:21Z,"People who study semiotics or develop a general <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">signs</span>.",11
"theory of signs ,",Design,0.294117647058823,999651,2020-04-16T23:08:00Z,"Responsibility-driven RWD Safe-life Sustainable Systemic SOD Tableless web <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> constraints Top-down and bottom-up Transformation Transgenerational TRIZ",29
theory of representation,Representation theory of algebraic groups,0.292682926829268,7377770,2019-09-14T04:05:45Z,NA,0
theory of music,American music theorists,0.291666666666667,6031559,2013-03-25T16:27:15Z,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",48
theory of graphs,Topological graph theory,0.291666666666667,1575639,2013-08-04T19:42:39Z,"<span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span>. Its main topic is the study <span class=""searchmatch"">of</span> embeddings <span class=""searchmatch"">of</span> <span class=""searchmatch"">graphs</span> in surfaces. See also Category:Geometric <span class=""searchmatch"">graph</span> <span class=""searchmatch"">theory</span> and",29
theory of authorship,Protocols of the Elders of Zion,0.290322580645161,10895148,2021-09-29T06:56:07Z,"Articles related to The Protocols <span class=""searchmatch"">of</span> the Elders <span class=""searchmatch"">of</span> Zion.",10
theory of computation,Computational complexity theory,0.290322580645161,693727,2020-07-27T20:12:23Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Computational</span> complexity <span class=""searchmatch"">theory</span>.",29
"theory of literature , literary",Literary criticism,0.290322580645161,733855,2021-01-05T12:52:22Z,"to <span class=""searchmatch"">literary</span> criticism, the study, evaluation, and interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern <span class=""searchmatch"">literary</span> criticism is often influenced by <span class=""searchmatch"">literary</span> <span class=""searchmatch"">theory</span>, which",62
theories of knowledge,North American traditional medicine,0.285714285714286,48892423,2021-03-25T03:29:40Z,"defines traditional medicine as &quot;the sum total <span class=""searchmatch"">of</span> the <span class=""searchmatch"">knowledge</span>, skills, and practices based on the <span class=""searchmatch"">theories</span>, beliefs, and experiences indigenous to different",89
theory of generalized,Linear algebra,0.285714285714286,690777,2020-04-22T18:55:13Z,"has a concrete representation in analytic geometry and it is <span class=""searchmatch"">generalized</span> in operator <span class=""searchmatch"">theory</span>. It has extensive applications in the natural sciences and the",125
theory of history,Archaeological theory,0.285714285714286,1863738,2019-02-01T19:11:06Z,"Archaeological <span class=""searchmatch"">theory</span> covers the debates over the practice <span class=""searchmatch"">of</span> archaeology and the interpretation <span class=""searchmatch"">of</span> archaeological results. There is no single <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> archaeology",83
theories of structure,Chemistry,0.285714285714286,691185,2021-09-21T21:31:26Z,"Chemistry is defined as the science <span class=""searchmatch"">of</span> matter, different from physics, in terms <span class=""searchmatch"">of</span> matter's chemical <span class=""searchmatch"">structure</span>, reactivity, properties and reactions or",192
theory of composition,Theories of language,0.285714285714286,22337303,2017-11-16T16:13:15Z,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",0
"theory of games ,",Non-cooperative games,0.285714285714286,10253107,2017-11-16T11:19:18Z,"See also: List <span class=""searchmatch"">of</span> <span class=""searchmatch"">games</span> in game <span class=""searchmatch"">theory</span>.",8
theories of communication,Social constructionism,0.28,4228486,2021-09-27T08:07:59Z,"constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed understandings <span class=""searchmatch"">of</span> the world that",54
theory of learning,Game Theory (band) albums,0.28,43014032,2019-09-23T22:17:17Z,"Game <span class=""searchmatch"">Theory</span> discography",3
theory of making,Decision-making paradoxes,0.28,25456981,2017-11-15T15:58:10Z,NA,0
theories of electoral,Electoral system criteria,0.28,1164450,2017-04-14T16:48:45Z,NA,0
theories of information,Wikipedians in the IEEE Information Theory Society,0.28,41337711,2019-08-26T05:45:25Z,"identify themselves as a member <span class=""searchmatch"">of</span> the IEEE <span class=""searchmatch"">Information</span> <span class=""searchmatch"">Theory</span> Society. To add your user page to this category, add one <span class=""searchmatch"">of</span> the following to your user page:",45
theory of literary,Literary theory,0.277777777777778,3101549,2021-07-01T22:43:52Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",0
theory of texts,WikiProject Game theory participants,0.277777777777778,19079865,2021-08-01T19:06:59Z,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants",1415
theory of music,Music theory stubs,0.277777777777778,1802185,2020-02-29T23:05:31Z,"category for topics in <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>. Following the scope <span class=""searchmatch"">of</span> Wikipedia:WikiProject <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span>, this category &quot;covers Western <span class=""searchmatch"">music</span> only and does not cover",65
theories of social,Gender theories,0.277777777777778,63068457,2020-02-14T18:27:16Z,"<span class=""searchmatch"">Social</span> <span class=""searchmatch"">theories</span> on gender.",4
theories of social,Social theories,0.277777777777778,23079219,2020-08-07T19:14:31Z,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Social</span> <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",29
theory of ordering,Theories,0.277777777777778,1963117,2020-07-26T11:44:39Z,"A <span class=""searchmatch"">theory</span> provides an explanatory framework for some observation, and from the assumptions <span class=""searchmatch"">of</span> the explanation follows a number <span class=""searchmatch"">of</span> possible hypotheses that",36
theory of learning,Personality,0.277777777777778,1056420,2021-04-02T20:24:32Z,"behaviorally-based approaches define personality through <span class=""searchmatch"">learning</span> and habits. Nevertheless, most <span class=""searchmatch"">theories</span> view personality as relatively stable. Corr, Philip",133
theory of models,Integrable systems,0.277777777777778,22056253,2019-11-03T23:01:52Z,"with exactly solvable <span class=""searchmatch"">models</span> or integrable systems in physics, and specifically in statistical mechanics, quantum field <span class=""searchmatch"">theory</span> and fluid mechanics. There",55
theories of information,WikiProject Game theory participants,0.277777777777778,19079865,2021-08-01T19:06:59Z,"France. Interested in Game <span class=""searchmatch"">Theory</span> and <span class=""searchmatch"">Information</span> <span class=""searchmatch"">Theory</span> User:joshbumpers Strong supporter <span class=""searchmatch"">of</span> THE WIKI and avid reader <span class=""searchmatch"">of</span> substance. User:Franknarf11",1415
theories of modern,String theory,0.277777777777778,962873,2021-01-10T19:39:14Z,"as fundamental building blocks. The name string <span class=""searchmatch"">theory</span> is somewhat <span class=""searchmatch"">of</span> a misnomer since the <span class=""searchmatch"">modern</span> <span class=""searchmatch"">theory</span> also includes higher dimensional objects known",81
theory of directed,Shogi openings,0.277777777777778,56703256,2018-02-28T07:49:48Z,"4-Piece 3-Piece 2-Piece Rook–Lance Rook Bishop Silver Lance Castles Mino Bear-in-the-hole Fortress Other <span class=""searchmatch"">Theory</span> Tactics Strategy Tsume shogi Hisshi Notation",0
theory of evolution,Proto-evolutionary biologists,0.275862068965517,1131599,2018-06-17T23:32:58Z,"kind <span class=""searchmatch"">of</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span> before Charles Darwin and Alfred Russel Wallace published their <span class=""searchmatch"">theory</span> in 1858. They contributed some aspects <span class=""searchmatch"">of</span> the <span class=""searchmatch"">theory</span> without",62
theories of social,Functionalism (social theory),0.275862068965517,36599442,2019-10-24T21:17:28Z,"This category is for all <span class=""searchmatch"">social</span> <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other meanings <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",21
theory of generalized,Categories in category theory,0.275862068965517,3151376,2019-09-17T05:32:00Z,"abstraction <span class=""searchmatch"">of</span> homological algebra, which itself was affectionately called &quot;abstract nonsense&quot;, category <span class=""searchmatch"">theory</span> is sometimes called &quot;<span class=""searchmatch"">generalized</span> abstract",86
theory of social,Functionalism (social theory),0.275862068965517,36599442,2019-10-24T21:17:28Z,"This category is for all <span class=""searchmatch"">social</span> <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other meanings <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",21
"theory of evolution ,",Proto-evolutionary biologists,0.275862068965517,1131599,2018-06-17T23:32:58Z,"kind <span class=""searchmatch"">of</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span> before Charles Darwin and Alfred Russel Wallace published their <span class=""searchmatch"">theory</span> in 1858. They contributed some aspects <span class=""searchmatch"">of</span> the <span class=""searchmatch"">theory</span> without",62
theory of mediation,Philosophy of language,0.272727272727273,744038,2020-04-25T17:59:38Z,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",73
theory of representation,Representation theory of Lie algebras,0.27027027027027,7377879,2013-03-31T02:09:50Z,NA,0
theory of text,The Juliana Theory members,0.269230769230769,59273456,2021-11-09T01:02:16Z,"Members <span class=""searchmatch"">of</span> the American alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",10
theories of text,The Juliana Theory members,0.269230769230769,59273456,2021-11-09T01:02:16Z,"Members <span class=""searchmatch"">of</span> the American alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",10
theory of texts,The Juliana Theory members,0.269230769230769,59273456,2021-11-09T01:02:16Z,"Members <span class=""searchmatch"">of</span> the American alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",10
theory of transformational,Matrix normal forms,0.269230769230769,1087836,2017-02-01T23:26:04Z,"A matrix normal form or matrix canonical form describes the <span class=""searchmatch"">transformation</span> <span class=""searchmatch"">of</span> a matrix to another with special properties.",19
theories of human behavior,Personality,0.269230769230769,1056420,2021-04-02T20:24:32Z,"definition <span class=""searchmatch"">of</span> personality, most <span class=""searchmatch"">theories</span> focus on motivation and psychological interactions with one's environment. Trait-based personality <span class=""searchmatch"">theories</span>, such",133
theory of formal languages,Models of computation,0.269230769230769,31036668,2020-07-27T20:12:23Z,"The category <span class=""searchmatch"">of</span> Computational Models lists abstract models for investigating computing machines. Standard computational models assume discrete time paradigm",48
theory of style,Logic stubs,0.266666666666667,12198154,2021-01-01T11:04:00Z,"Philosophy <span class=""searchmatch"">of</span> Science Task Force Philosophy <span class=""searchmatch"">of</span> Language Task Force Theoretical Linguistics Task Force WikiProject Pseudoscience WikiProject Game <span class=""searchmatch"">theory</span> WikiProject",214
theory of style,Style,0.266666666666667,36387979,2018-11-26T00:16:01Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Style</span>.",0
theory of signs,Semiotics,0.266666666666667,1045088,2021-04-15T19:10:54Z,"Semiotics is the study <span class=""searchmatch"">of</span> <span class=""searchmatch"">signs</span> (symbols) and signification systems, or rather semiotics are general <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">signs</span>. Top 0–9 A B C D E F G H I J K",47
theory of forms,Surgery theory,0.266666666666667,20120500,2011-02-12T18:43:05Z,"a medical operation. In mathematics, specifically in topology, surgery <span class=""searchmatch"">theory</span> is a cutting and glueing technique used to modify manifolds, and is the",42
theories of information,Quantum information scientists,0.266666666666667,58719268,2019-06-18T22:17:15Z,"This category is about scientists <span class=""searchmatch"">of</span> quantum <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span>.",9
theory of statistics,Mathematical and quantitative methods (economics),0.26530612244898,4822234,2018-02-27T21:59:52Z,"Mathematical and quantitative methods in economics include mathematical modelling, optimization, game <span class=""searchmatch"">theory</span>, <span class=""searchmatch"">statistics</span> and econometrics.",15
theories of narrative,Psychological trauma interventions,0.264705882352941,53288610,2021-11-28T22:13:34Z,"There are a number <span class=""searchmatch"">of</span> Interventions intended for clients who have experienced psychological trauma. See also Category:Stress-related disorders",19
theory of language,The Big Bang Theory,0.263157894736842,33137387,2021-01-24T09:09:29Z,"This is a category for articles about and closely related to the CBS television series The Big Bang <span class=""searchmatch"">Theory</span>.",19
theory of evolution,Charles Darwin,0.263157894736842,1859185,2020-09-24T15:42:36Z,"naturalist whose revolutionary <span class=""searchmatch"">theory</span> laid the foundation for both the modern <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span> and the principle <span class=""searchmatch"">of</span> common descent by proposing natural",51
theory of aesthetic,Concepts in ethics,0.263157894736842,25063158,2021-09-28T23:40:23Z,"<span class=""searchmatch"">Aesthetic</span> concepts Epistemological concepts Ethical concepts Logical concepts Metaphysical concepts Social concepts Philosophers Literature <span class=""searchmatch"">Theories</span>",29
theory of natural,Theoretical physics,0.263157894736842,691938,2021-02-01T13:13:59Z,"called &quot;physical <span class=""searchmatch"">theories</span>.&quot; There are three types <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> in physics: mainstream <span class=""searchmatch"">theories</span>, proposed <span class=""searchmatch"">theories</span> and fringe <span class=""searchmatch"">theories</span>. Category:Applied",88
theory of making,Analysis of collective decision-making,0.263157894736842,5038387,2017-01-26T17:34:25Z,"Analysis <span class=""searchmatch"">of</span> collective decision-<span class=""searchmatch"">making</span>",5
theory of mediation,Dispute resolution,0.263157894736842,885378,2021-01-28T14:15:13Z,"the process <span class=""searchmatch"">of</span> resolving disputes between parties and includes lawsuits (litigation), arbitration, <span class=""searchmatch"">mediation</span>, conciliation, and many types <span class=""searchmatch"">of</span> negotiation",90
theory of music,Wikipedia requested images of music theory,0.261904761904762,43509884,2021-02-09T12:33:25Z,"For <span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span> related articles needing an image or photograph, use {{Image requested|date=November 2021|<span class=""searchmatch"">music</span> <span class=""searchmatch"">theory</span>}} in the talk page, which adds",98
theory of communication,Social constructionism,0.260869565217391,4228486,2021-09-27T08:07:59Z,"constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed understandings <span class=""searchmatch"">of</span> the world that",54
theories of editing,Wikipedia non-empty soft redirected categories,0.260869565217391,24585751,2021-04-05T07:00:42Z,"should in <span class=""searchmatch"">theory</span> be non-empty but may often be empty in practice due to caching. An empty category can usually be removed by making a null <span class=""searchmatch"">edit</span> on its category",86
theories of information,Information theory,0.260869565217391,694025,2020-12-13T00:23:18Z,"Articles relating to <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> <span class=""searchmatch"">information</span>. Top 0–9 A B C D E F G H I J K L",43
theory of information,Wikipedians in the IEEE Information Theory Society,0.26,41337711,2019-08-26T05:45:25Z,"identify themselves as a member <span class=""searchmatch"">of</span> the IEEE <span class=""searchmatch"">Information</span> <span class=""searchmatch"">Theory</span> Society. To add your user page to this category, add one <span class=""searchmatch"">of</span> the following to your user page:",45
theory of literature,Personality trait theorists,0.259259259259259,16146832,2019-11-01T10:58:47Z,"influence behavior. Although trait <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> personality are currently the most dominant <span class=""searchmatch"">theories</span> in the personality <span class=""searchmatch"">literature</span>, it was the Greek philosopher",98
theories of text,Disciples of Gautama Buddha,0.259259259259259,32322574,2021-04-18T09:54:38Z,"Songtsen Gampo Emperor Wen <span class=""searchmatch"">of</span> Sui Dalai Lama Panchen Lama Karmapa Shamarpa Naropa Xuanzang Zhiyi <span class=""searchmatch"">Texts</span> Early Buddhist <span class=""searchmatch"">Texts</span> Tripiṭaka Mahayana sutras Pāli",0
"theory of literature , literary",Postmodern theory,0.258064516129032,704758,2021-01-08T11:16:04Z,"for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and <span class=""searchmatch"">literary</span> criticism. It is often associated",82
"theory of literature , literary",Literary concepts,0.258064516129032,1019913,2021-11-30T06:07:06Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> concepts.",0
theory of knowledge,North American traditional medicine,0.257142857142857,48892423,2021-03-25T03:29:40Z,"defines traditional medicine as &quot;the sum total <span class=""searchmatch"">of</span> the <span class=""searchmatch"">knowledge</span>, skills, and practices based on the <span class=""searchmatch"">theories</span>, beliefs, and experiences indigenous to different",89
theories of intelligence,Military history articles needing attention,0.255813953488372,5102687,2020-04-20T01:36:54Z,"General topics Fortifications <span class=""searchmatch"">Intelligence</span> Maritime warfare Military aviation Military culture, traditions, and heraldry Military biography Military historiography",32
theory of language,Axioms of set theory,0.25,3439807,2013-03-28T06:50:55Z,"This category is for axioms in the <span class=""searchmatch"">language</span> <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>; roughly speaking, ones that &quot;talk about sets&quot;. Inclusion in this category does not necessarily",50
theory of text,WikiProject Game theory participants,0.25,19079865,2021-08-01T19:06:59Z,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants",1415
theory of literary,French biblical scholars,0.25,30605592,2019-11-08T13:01:31Z,"French scholars in the field <span class=""searchmatch"">of</span> biblical studies. For its <span class=""searchmatch"">theory</span> and methods, the field draws on disciplines ranging from archaeology, ancient history",41
"theory of language ,",Axioms of set theory,0.25,3439807,2013-03-28T06:50:55Z,"This category is for axioms in the <span class=""searchmatch"">language</span> <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>; roughly speaking, ones that &quot;talk about sets&quot;. Inclusion in this category does not necessarily",50
theory of music,Austrian music theorists,0.25,5895122,2018-03-02T18:25:41Z,"centre <span class=""searchmatch"">of</span> study, to the present day. <span class=""searchmatch"">Music</span> <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> <span class=""searchmatch"">music</span>.",50
theories of writing,WikiProject Game theory participants,0.25,19079865,2021-08-01T19:06:59Z,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",1415
theories of writing,Environmental humanities,0.25,38425257,2019-03-24T09:57:33Z,"Ecocriticism Ecopoetry Geocriticism Nature <span class=""searchmatch"">writing</span> Outdoor literature Zoopoetics Philosophy Aesthetics <span class=""searchmatch"">of</span> nature Constructivism Cosmology Critical realism",0
