,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
6,14.0,Category:Educational administration,5947851.0,471.0,47.0,"administration is a discipline within the study <span class=""searchmatch"">of</span> education that examines the administrative <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">practice</span> <span class=""searchmatch"">of</span> education in general and educational institutions",2020-01-19T17:18:00Z,theory of practice
7,14.0,Category:Educators,752485.0,292.0,23.0,"Educators are people involved in the <span class=""searchmatch"">practice</span> <span class=""searchmatch"">of</span> education. For people involved in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> education see Category:Educational theorists and its",2020-09-20T22:27:41Z,theory of practice
8,14.0,Category:Graph drawing people,33681437.0,237.0,15.0,"People who are notable for their work in the <span class=""searchmatch"">theory</span> or <span class=""searchmatch"">practice</span> <span class=""searchmatch"">of</span> graph drawing",2014-11-03T13:50:00Z,theory of practice
9,14.0,Category:Yoga periodicals,60704760.0,111.0,11.0,"Periodical journals or magazines on the <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">practice</span> <span class=""searchmatch"">of</span> yoga.",2019-10-11T17:07:30Z,theory of practice
0,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Epistemological anarchism Evolutionism Fallibilism Foundationalism Instrumentalism <span class=""searchmatch"">Pragmatism</span> Model-dependent realism Naturalism Physicalism Positivism / Reductionism /",2014-10-19T17:09:05Z,theory of pragmatism
1,14.0,Category:Analytic philosophy,815949.0,637.0,46.0,"Analytic philosophy is a generic term for a style <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century. In the United Kingdom",2019-04-26T05:26:13Z,theory of pragmatism
2,14.0,Category:Symbolic interactionism,58293646.0,158.0,0.0,,2021-09-27T12:46:49Z,theory of pragmatism
3,14.0,Category:Analytic philosophers,695750.0,640.0,86.0,"philosophy (sometimes analytical philosophy) is a generic term for a style <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century",2020-12-17T20:40:41Z,theory of pragmatism
0,14.0,Category:Predicate logic,15522913.0,695.0,48.0,"In mathematical logic, <span class=""searchmatch"">predicate</span> logic is the generic term for symbolic formal systems like first-order logic, second-order logic, many-sorted logic or",2020-01-17T14:03:47Z,theory of predication
0,14.0,Category:Music theorists,1118554.0,417.0,46.0,"active centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2020-11-13T16:02:46Z,theory of present
1,14.0,Category:American music theorists,6031559.0,452.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2013-03-25T16:27:15Z,theory of present
2,14.0,Category:Russian music theorists,9251243.0,406.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2007-07-05T19:19:47Z,theory of present
3,14.0,Category:German music theorists,5878963.0,457.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2021-03-27T16:12:45Z,theory of present
4,14.0,Category:Norwegian music theorists,12151155.0,408.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2013-05-20T02:32:37Z,theory of present
5,14.0,Category:Austrian music theorists,5895122.0,426.0,50.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2018-03-02T18:25:41Z,theory of present
6,14.0,Category:Irish music theorists,32723466.0,386.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2011-08-12T14:06:12Z,theory of present
7,14.0,Category:French music theorists,6012921.0,460.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2016-02-16T17:07:01Z,theory of present
8,14.0,Category:Dutch music theorists,12104041.0,404.0,48.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a subclassification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2013-03-28T06:10:33Z,theory of present
9,14.0,Category:Swiss music theorists,6012925.0,405.0,49.0,"centre of study, to the <span class=""searchmatch"">present</span> day. Music <span class=""searchmatch"">theory</span> is usually considered to be a sub-classification <span class=""searchmatch"">of</span> musicology, the general academic study <span class=""searchmatch"">of</span> music.",2017-06-04T04:16:52Z,theory of present
0,14.0,Category:Property,1141987.0,170.0,0.0,"homestead principle Free-rider problem Game <span class=""searchmatch"">theory</span> Georgism Gift economy Labor <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> property Law <span class=""searchmatch"">of</span> rent rent-seeking Legal plunder Natural rights",2017-07-25T17:46:36Z,theory of primitives
1,14.0,Category:Computational hardness assumptions,10967056.0,476.0,45.0,"assumption conjectures that the corresponding computational problem is hard. Most <span class=""searchmatch"">of</span> the time hard is meant to mean not to be solved by a polynomial time probabilistic",2012-04-13T19:26:12Z,theory of primitives
2,14.0,Category:Shogi openings,56703256.0,61.0,0.0,"4-Piece 3-Piece 2-Piece Rook–Lance Rook Bishop Silver Lance Castles Mino Bear-in-the-hole Fortress Other <span class=""searchmatch"">Theory</span> Tactics Strategy Tsume shogi Hisshi Notation",2018-02-28T07:49:48Z,theory of primitives
0,14.0,Category:Social learning theory,16162632.0,483.0,50.0,"Social learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,theory of produced
1,14.0,Category:Systems theory,717695.0,364.0,62.0,"portal Systems <span class=""searchmatch"">theory</span> is the interdisciplinary study <span class=""searchmatch"">of</span> systems in science and society. It offers frameworks to describe and analyze groups <span class=""searchmatch"">of</span> objects that",2020-08-29T17:44:54Z,theory of produced
2,14.0,Category:Game design,6349444.0,414.0,38.0,"with game design, the practical art <span class=""searchmatch"">of</span> designing new games that are practical, enjoyable and, if commercially <span class=""searchmatch"">produced</span>, profitable. For articles treating",2019-03-14T13:14:17Z,theory of produced
3,14.0,Category:Military science,1437392.0,1147.0,106.0,"of organized coercive force. It is mainly focused on <span class=""searchmatch"">theory</span>, method, and practice <span class=""searchmatch"">of</span> <span class=""searchmatch"">producing</span> military capability in a manner consistent with national",2020-04-04T00:53:32Z,theory of produced
4,14.0,Category:Movements in cinema,1370705.0,416.0,45.0,"ideas about how films could be made, and the <span class=""searchmatch"">theories</span> they generated, along with the films <span class=""searchmatch"">produced</span> according to those <span class=""searchmatch"">theories</span>, are called movements.",2020-07-15T01:02:54Z,theory of produced
5,14.0,Category:Electronic circuits,1331227.0,338.0,25.0,"Pertains to the connections between two or more electrical components in ways that <span class=""searchmatch"">produce</span> useful functions. Also covers general circuit <span class=""searchmatch"">theory</span> and concepts.",2020-12-22T07:53:46Z,theory of produced
6,14.0,Category:Statistics educators,27363556.0,858.0,54.0,"i.e. the teaching and learning <span class=""searchmatch"">of</span> statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in <span class=""searchmatch"">producing</span> educational statistics or evaluating",2019-09-17T11:11:47Z,theory of produced
7,14.0,Category:Law and economics,706540.0,1109.0,66.0,"the enforcement <span class=""searchmatch"">of</span> rights the highest priority. Individuals included under this category are noted for their <span class=""searchmatch"">theories</span> or application <span class=""searchmatch"">of</span> a law and economics",2019-09-06T19:30:34Z,theory of produced
8,14.0,Category:Magic (supernatural),16567661.0,662.0,80.0,"gestures and language. Modern <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> magic may see it as the result <span class=""searchmatch"">of</span> a universal sympathy where some act can <span class=""searchmatch"">produce</span> a result somewhere else, or",2021-05-05T03:21:05Z,theory of produced
9,14.0,Category:Graph operations,11489056.0,241.0,15.0,"This category is for articles about operations on graphs and graphs <span class=""searchmatch"">produced</span> by such operations.",2020-12-18T00:02:18Z,theory of produced
0,14.0,Category:Duality theories,3177170.0,542.0,53.0,"<span class=""searchmatch"">propositions</span> <span class=""searchmatch"">of</span> projective geometry. A large number <span class=""searchmatch"">of</span> duality <span class=""searchmatch"">theories</span> have now been created in mathematics, ranging as far as optimization <span class=""searchmatch"">theory</span> and",2019-09-17T05:32:05Z,theory of propositions
