category,item.x,itemLabel,item.y,q_id,date of birth,description,sex_gender,country_citizenship
Category:Postcolonialism,http://www.wikidata.org/entity/Q5224125,Darnell L. Moore,http://www.wikidata.org/entity/Q5224125,Q5224125,1976-01-24T00:00:00Z,American writer and activist,male,NA
Category:Critical race theory,http://www.wikidata.org/entity/Q5262976,Derrick Bell,http://www.wikidata.org/entity/Q5262976,Q5262976,1930-11-06T00:00:00Z,"American lawyer, professor, and civil rights activist",male,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q5541754,George Lipsitz,http://www.wikidata.org/entity/Q5541754,Q5541754,1947-11-10T00:00:00Z,American scholar,male,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q6409990,Kimberlé Williams Crenshaw,http://www.wikidata.org/entity/Q6409990,Q6409990,1959-05-04T00:00:00Z,American legal scholar,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q6409990,Kimberlé Williams Crenshaw,http://www.wikidata.org/entity/Q6409990,Q6409990,1959-05-04T00:00:00Z,American legal scholar,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q7047010,Noel Ignatiev,http://www.wikidata.org/entity/Q7047010,Q7047010,1940-12-27T00:00:00Z,American historian,male,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q7145651,Patricia J. Williams,http://www.wikidata.org/entity/Q7145651,Q7145651,1951-08-28T00:00:00Z,American legal and race critical scholar,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q7155096,Pauline Turner Strong,http://www.wikidata.org/entity/Q7155096,Q7155096,1953-01-01T00:00:00Z,American anthropologist,female,United States of America
Category:Postcolonialism,http://www.wikidata.org/entity/Q7155096,Pauline Turner Strong,http://www.wikidata.org/entity/Q7155096,Q7155096,1953-01-01T00:00:00Z,American anthropologist,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q7160690,Peggy McIntosh,http://www.wikidata.org/entity/Q7160690,Q7160690,1934-11-07T00:00:00Z,American academic and anti-racism activist,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7160690,Peggy McIntosh,http://www.wikidata.org/entity/Q7160690,Q7160690,1934-11-07T00:00:00Z,American academic and anti-racism activist,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q7782081,Theodore W. Allen,http://www.wikidata.org/entity/Q7782081,Q7782081,1919-08-23T00:00:00Z,American writer,male,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q15053037,Kiarina Kordela,http://www.wikidata.org/entity/Q15053037,Q15053037,1963-07-13T00:00:00Z,Greek philosopher and critical theorist,female,Greece
Category:Critical theorists,http://www.wikidata.org/entity/Q15053037,Kiarina Kordela,http://www.wikidata.org/entity/Q15053037,Q15053037,1963-07-13T00:00:00Z,Greek philosopher and critical theorist,female,Greece
Category:Critical race theory,http://www.wikidata.org/entity/Q16217304,Kathryn Sophia Belle,http://www.wikidata.org/entity/Q16217304,Q16217304,1978-07-02T00:00:00Z,American philosopher,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q16973024,Ian Haney-López,http://www.wikidata.org/entity/Q16973024,Q16973024,1964-07-06T00:00:00Z,American legal scholar,male,NA
Category:Critical race theory,http://www.wikidata.org/entity/Q17012633,Elizabeth V. Spelman,http://www.wikidata.org/entity/Q17012633,Q17012633,NA,philosopher,female,NA
Category:Critical race theory,http://www.wikidata.org/entity/Q21152477,Sunera Thobani,http://www.wikidata.org/entity/Q21152477,Q21152477,1957-01-01T00:00:00Z,"feminist sociologist, academic, and activist",female,Tanzania
Category:Critical race theory,http://www.wikidata.org/entity/Q22915125,Yasmin Jiwani,http://www.wikidata.org/entity/Q22915125,Q22915125,2000-01-01T00:00:00Z,researcher,female,NA
Category:Critical race theory,http://www.wikidata.org/entity/Q24565110,A. Breeze Harper,http://www.wikidata.org/entity/Q24565110,Q24565110,1976-05-30T00:00:00Z,African-American critical race feminist and writer,female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q28678025,Djamila Ribeiro,http://www.wikidata.org/entity/Q28678025,Q28678025,1980-08-01T00:00:00Z,Brazilian philosophist and feminist,female,Brazil
Category:Critical race theory,http://www.wikidata.org/entity/Q52004148,Claire Jean Kim,http://www.wikidata.org/entity/Q52004148,Q52004148,1965-07-27T00:00:00Z,Political scientist,female,NA
Category:Critical race theory,http://www.wikidata.org/entity/Q67173502,Camara Phyllis Jones,http://www.wikidata.org/entity/Q67173502,Q67173502,1955-08-16T00:00:00Z,"American physician, epidemiologist, medical anthropologist",female,United States of America
Category:Critical race theory,http://www.wikidata.org/entity/Q96019261,Cheryl Harris,http://www.wikidata.org/entity/Q96019261,Q96019261,NA,American civil rights scholar,female,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q76826,Max Horkheimer,http://www.wikidata.org/entity/Q76826,Q76826,1895-02-14T00:00:00Z,German philosopher and sociologist,male,Germany|United States of America
Category:Marxist theorists,http://www.wikidata.org/entity/Q76826,Max Horkheimer,http://www.wikidata.org/entity/Q76826,Q76826,1895-02-14T00:00:00Z,German philosopher and sociologist,male,Germany|United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q89384,Walter Pohl,http://www.wikidata.org/entity/Q89384,Q89384,1953-12-27T00:00:00Z,Austrian historian,male,Austria
Category:Critical theorists,http://www.wikidata.org/entity/Q97232,Ruth Glass,http://www.wikidata.org/entity/Q97232,Q97232,1912-06-30T00:00:00Z,British sociologist,female,United Kingdom|Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q107745,Gerhard Stapelfeldt,http://www.wikidata.org/entity/Q107745,Q107745,1947-10-26T00:00:00Z,German sociologist,male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q128126,Claude Lévi-Straus,http://www.wikidata.org/entity/Q128126,Q128126,1908-11-28T00:00:00Z,Belgian anthropologist and ethnologist (1908-2009),male,France|Belgium
Category:Critical theorists,http://www.wikidata.org/entity/Q129228,René Girard,http://www.wikidata.org/entity/Q129228,Q129228,1923-12-25T00:00:00Z,"French historian, literary critic, and philosopher of social science",male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q152388,Theodor W. Adorno,http://www.wikidata.org/entity/Q152388,Q152388,1903-09-11T00:00:00Z,"German sociologist, philosopher and musicologist (1903-1969)",male,United States of America|Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q152388,Theodor W. Adorno,http://www.wikidata.org/entity/Q152388,Q152388,1903-09-11T00:00:00Z,"German sociologist, philosopher and musicologist (1903-1969)",male,United States of America|Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q153034,Emmanuel Levinas,http://www.wikidata.org/entity/Q153034,Q153034,1906-01-12T00:00Z|1905-12-30T00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q156268,Pierre Bourdieu,http://www.wikidata.org/entity/Q156268,Q156268,1930-08-01T00:00:00Z,"French sociologist, anthropologist, and philosopher",male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q160456,Angela Davis,http://www.wikidata.org/entity/Q160456,Q160456,1944-01-26T00:00:00Z,"American political activist, scholar, and author",female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q160640,Raymond Aron,http://www.wikidata.org/entity/Q160640,Q160640,1905-03-14T00:00:00Z,"French philosopher, sociologist, journalist, and political scientist (1905–1983)",male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q164797,Paulo Freire,http://www.wikidata.org/entity/Q164797,Q164797,1921-09-19T00:00:00Z,Brazilian educator and philosopher,male,Brazil
Category:Critical theorists,http://www.wikidata.org/entity/Q169906,Jacques Lacan,http://www.wikidata.org/entity/Q169906,Q169906,1901-04-13T00:00:00Z,French psychoanalyst and psychiatrist,male,France
Category:Postmodern theory,http://www.wikidata.org/entity/Q169906,Jacques Lacan,http://www.wikidata.org/entity/Q169906,Q169906,1901-04-13T00:00:00Z,French psychoanalyst and psychiatrist,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q183265,Wendy Brown,http://www.wikidata.org/entity/Q183265,Q183265,1955-11-28T00:00:00Z,American political theorist,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q183265,Wendy Brown,http://www.wikidata.org/entity/Q183265,Q183265,1955-11-28T00:00:00Z,American political theorist,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q184750,Slavoj Žižek,http://www.wikidata.org/entity/Q184750,Q184750,1949-03-21T00:00:00Z,Slovene philosopher,male,Slovenia
Category:Marxist theorists,http://www.wikidata.org/entity/Q184750,Slavoj Žižek,http://www.wikidata.org/entity/Q184750,Q184750,1949-03-21T00:00:00Z,Slovene philosopher,male,Slovenia
Category:Film theorists,http://www.wikidata.org/entity/Q184750,Slavoj Žižek,http://www.wikidata.org/entity/Q184750,Q184750,1949-03-21T00:00:00Z,Slovene philosopher,male,Slovenia
Category:Critical theorists,http://www.wikidata.org/entity/Q187520,Charles Sanders Peirce,http://www.wikidata.org/entity/Q187520,Q187520,1839-09-10T00:00:00Z,"American philosopher, logician, mathematician, and scientist",male,United States of America
Category:Lattice theorists,http://www.wikidata.org/entity/Q187520,Charles Sanders Peirce,http://www.wikidata.org/entity/Q187520,Q187520,1839-09-10T00:00:00Z,"American philosopher, logician, mathematician, and scientist",male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q192066,Paul Ricœur,http://www.wikidata.org/entity/Q192066,Q192066,1913-02-27T00:00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q193257,Jean-François Lyotard,http://www.wikidata.org/entity/Q193257,Q193257,1924-08-10T00:00:00Z,French philosopher,male,France
Category:Postmodern theory,http://www.wikidata.org/entity/Q193257,Jean-François Lyotard,http://www.wikidata.org/entity/Q193257,Q193257,1924-08-10T00:00:00Z,French philosopher,male,France
Category:Deconstruction,http://www.wikidata.org/entity/Q193257,Jean-François Lyotard,http://www.wikidata.org/entity/Q193257,Q193257,1924-08-10T00:00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q205927,Robert Nozick,http://www.wikidata.org/entity/Q205927,Q205927,1938-11-16T00:00:00Z,American political philosopher (1938-2002),male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q215258,Richard Rorty,http://www.wikidata.org/entity/Q215258,Q215258,1931-10-04T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q220856,Charles Bernard Renouvier,http://www.wikidata.org/entity/Q220856,Q220856,1815-01-01T00:00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q263235,Seyla Benhabib,http://www.wikidata.org/entity/Q263235,Q263235,1950-09-09T00:00:00Z,American philosopher and political scientist,female,Turkey|United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q267536,Nancy Fraser,http://www.wikidata.org/entity/Q267536,Q267536,1947-05-20T00:00:00Z,American philosopher,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q267536,Nancy Fraser,http://www.wikidata.org/entity/Q267536,Q267536,1947-05-20T00:00:00Z,American philosopher,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q278583,A. C. Grayling,http://www.wikidata.org/entity/Q278583,Q278583,1949-04-03T00:00:00Z,English philosopher,male,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q292326,Teresa de Lauretis,http://www.wikidata.org/entity/Q292326,Q292326,1938-01-01T00:00:00Z,Italian academic,female,Italy
Category:Queer theorists,http://www.wikidata.org/entity/Q292326,Teresa de Lauretis,http://www.wikidata.org/entity/Q292326,Q292326,1938-01-01T00:00:00Z,Italian academic,female,Italy
Category:Film theorists,http://www.wikidata.org/entity/Q292326,Teresa de Lauretis,http://www.wikidata.org/entity/Q292326,Q292326,1938-01-01T00:00:00Z,Italian academic,female,Italy
Category:Critical theorists,http://www.wikidata.org/entity/Q309829,Ken Wilber,http://www.wikidata.org/entity/Q309829,Q309829,1949-01-31T00:00:00Z,American writer and public speaker,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q311687,Giorgio Agamben,http://www.wikidata.org/entity/Q311687,Q311687,1942-04-22T00:00:00Z,Italian philosopher (b. 1942),male,Italy
Category:Critical theorists,http://www.wikidata.org/entity/Q311697,Pim Fortuyn,http://www.wikidata.org/entity/Q311697,Q311697,1948-02-19T00:00:00Z,Dutch politician (1948-2002),male,Kingdom of the Netherlands
Category:Critical theorists,http://www.wikidata.org/entity/Q313852,Tzvetan Todorov,http://www.wikidata.org/entity/Q313852,Q313852,1939-03-01T00:00:00Z,"Bulgarian historian, philosopher, structuralist literary critic, sociologist and essayist",male,France|Bulgaria
Category:Critical theorists,http://www.wikidata.org/entity/Q325741,Homi K. Bhabha,http://www.wikidata.org/entity/Q325741,Q325741,1949-01-01T00:00:00Z,Indian critical theorist (1949),male,India
Category:Postcolonialism,http://www.wikidata.org/entity/Q325741,Homi K. Bhabha,http://www.wikidata.org/entity/Q325741,Q325741,1949-01-01T00:00:00Z,Indian critical theorist (1949),male,India
Category:Critical theorists,http://www.wikidata.org/entity/Q336921,"Mary Warnock, Baroness Warnock",http://www.wikidata.org/entity/Q336921,Q336921,1924-04-14T00:00:00Z,"Philosopher of morality, education and mind, and writer on existentialism. (1924-2019)",female,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q387807,Khen Lampert,http://www.wikidata.org/entity/Q387807,Q387807,NA,Israeli academic,male,Israel
Category:Critical theorists,http://www.wikidata.org/entity/Q426571,Kojin Karatani,http://www.wikidata.org/entity/Q426571,Q426571,1941-08-06T00:00:00Z,Japanese philosopher,male,Japan
Category:Marxist theorists,http://www.wikidata.org/entity/Q426571,Kojin Karatani,http://www.wikidata.org/entity/Q426571,Q426571,1941-08-06T00:00:00Z,Japanese philosopher,male,Japan
Category:Deconstruction,http://www.wikidata.org/entity/Q426571,Kojin Karatani,http://www.wikidata.org/entity/Q426571,Q426571,1941-08-06T00:00:00Z,Japanese philosopher,male,Japan
Category:Critical theorists,http://www.wikidata.org/entity/Q440887,Laura Mulvey,http://www.wikidata.org/entity/Q440887,Q440887,1941-08-15T00:00:00Z,British filmmaker,female,United Kingdom
Category:Film theorists,http://www.wikidata.org/entity/Q440887,Laura Mulvey,http://www.wikidata.org/entity/Q440887,Q440887,1941-08-15T00:00:00Z,British filmmaker,female,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q441514,Martha Fineman,http://www.wikidata.org/entity/Q441514,Q441514,1943-05-27T00:00:00Z,"American legal scholar, feminist studies scholar",female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q459310,Hamid Dabashi,http://www.wikidata.org/entity/Q459310,Q459310,1951-06-15T00:00:00Z,American academic,male,Iran
Category:Critical theorists,http://www.wikidata.org/entity/Q503611,Andrew Arato,http://www.wikidata.org/entity/Q503611,Q503611,1944-08-22T00:00:00Z,Dorothy Hart Hirshon Professor:Political/Social Theory/department of sociology/New School University,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q507014,Paul Virilio,http://www.wikidata.org/entity/Q507014,Q507014,1932-01-04T00:00:00Z,French philosopher,male,France
Category:Postmodern theory,http://www.wikidata.org/entity/Q507014,Paul Virilio,http://www.wikidata.org/entity/Q507014,Q507014,1932-01-04T00:00:00Z,French philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q538347,Giovanna Borradori,http://www.wikidata.org/entity/Q538347,Q538347,1963-01-01T00:00:00Z,Italian philosopher,female,Italy
Category:Critical theorists,http://www.wikidata.org/entity/Q542508,Trinh T. Minh-ha,http://www.wikidata.org/entity/Q542508,Q542508,1952-01-01T00:00:00Z,Vietnamese film maker,female,United States of America|Vietnam
Category:Postcolonialism,http://www.wikidata.org/entity/Q542508,Trinh T. Minh-ha,http://www.wikidata.org/entity/Q542508,Q542508,1952-01-01T00:00:00Z,Vietnamese film maker,female,United States of America|Vietnam
Category:Critical theorists,http://www.wikidata.org/entity/Q580695,Robert C. Solomon,http://www.wikidata.org/entity/Q580695,Q580695,1942-09-14T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q830994,Gáspár Miklós Tamás,http://www.wikidata.org/entity/Q830994,Q830994,1948-11-28T00:00:00Z,Hungarian philosopher,male,Hungary
Category:Marxist theorists,http://www.wikidata.org/entity/Q830994,Gáspár Miklós Tamás,http://www.wikidata.org/entity/Q830994,Q830994,1948-11-28T00:00:00Z,Hungarian philosopher,male,Hungary
Category:Critical theorists,http://www.wikidata.org/entity/Q891708,Bolívar Echeverría,http://www.wikidata.org/entity/Q891708,Q891708,1941-01-31T00:00:00Z,Ecuatorian academic,male,Ecuador|Mexico
Category:Critical theorists,http://www.wikidata.org/entity/Q1261985,Mario Kopić,http://www.wikidata.org/entity/Q1261985,Q1261985,1965-03-13T00:00:00Z,Croatian philosopher,male,Croatia
Category:Critical theorists,http://www.wikidata.org/entity/Q1285583,Ljubodrag Simonović,http://www.wikidata.org/entity/Q1285583,Q1285583,1949-01-10T00:00:00Z,Serbian basketball player,male,Serbia
Category:Critical theorists,http://www.wikidata.org/entity/Q1432523,Anibal Quijano,http://www.wikidata.org/entity/Q1432523,Q1432523,1928-11-17T00:00:00Z,Peruvian sociologist,male,Peru
Category:Postcolonialism,http://www.wikidata.org/entity/Q1432523,Anibal Quijano,http://www.wikidata.org/entity/Q1432523,Q1432523,1928-11-17T00:00:00Z,Peruvian sociologist,male,Peru
Category:Critical theorists,http://www.wikidata.org/entity/Q1476404,Regina Becker-Schmidt,http://www.wikidata.org/entity/Q1476404,Q1476404,1937-01-01T00:00:00Z,"German university teacher, psychologist and sociologist",female,Germany
Category:Marxist theorists,http://www.wikidata.org/entity/Q1476404,Regina Becker-Schmidt,http://www.wikidata.org/entity/Q1476404,Q1476404,1937-01-01T00:00:00Z,"German university teacher, psychologist and sociologist",female,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q1479023,Michael J. Shapiro,http://www.wikidata.org/entity/Q1479023,Q1479023,1940-02-16T00:00:00Z,American political scientist,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q1894365,Marcus Steinweg,http://www.wikidata.org/entity/Q1894365,Q1894365,1971-01-01T00:00:00Z,German philosopher,male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q1924889,Suzanne Lilar,http://www.wikidata.org/entity/Q1924889,Q1924889,1901-05-21T00:00:00Z,Flemish Belgian Francophone writer,female,Belgium
Category:Critical theorists,http://www.wikidata.org/entity/Q2127389,Rahel Jaeggi,http://www.wikidata.org/entity/Q2127389,Q2127389,1966-01-01T00:00Z|1967-07-19T00:00Z,German professor,female,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q2264837,Stuart Sim,http://www.wikidata.org/entity/Q2264837,Q2264837,NA,British academic,male,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q3084346,François Cusset,http://www.wikidata.org/entity/Q3084346,Q3084346,1969-03-09T00:00:00Z,French historian,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q3086932,Fred Poché,http://www.wikidata.org/entity/Q3086932,Q3086932,1960-05-21T00:00:00Z,philosopher,male,France
Category:Critical theorists,http://www.wikidata.org/entity/Q3188000,Judith Lorber,http://www.wikidata.org/entity/Q3188000,Q3188000,1931-11-28T00:00:00Z,American sociologist,female,United States of America
Category:Feminist theorists,http://www.wikidata.org/entity/Q3188000,Judith Lorber,http://www.wikidata.org/entity/Q3188000,Q3188000,1931-11-28T00:00:00Z,American sociologist,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q3618880,Anton Milenin,http://www.wikidata.org/entity/Q3618880,Q3618880,1969-04-07T00:00:00Z,Russian actor,male,Russia
Category:Critical theorists,http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir,http://www.wikidata.org/entity/Q4767020,Q4767020,1942-12-02T00:00:00Z,Icelandic political scientist,female,Iceland
Category:Feminist theorists,http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir,http://www.wikidata.org/entity/Q4767020,Q4767020,1942-12-02T00:00:00Z,Icelandic political scientist,female,Iceland
Category:Critical theorists,http://www.wikidata.org/entity/Q4837807,Babette Babich,http://www.wikidata.org/entity/Q4837807,Q4837807,1956-11-14T00:00:00Z,American philosopher,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q4961022,Brendan Myers,http://www.wikidata.org/entity/Q4961022,Q4961022,1974-07-04T00:00:00Z,Canadian philosopher,male,Canada
Category:Critical theorists,http://www.wikidata.org/entity/Q5301680,Douglas Kellner,http://www.wikidata.org/entity/Q5301680,Q5301680,1943-05-31T00:00:00Z,"American critical theorist, university professor",male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q5322146,"E. San Juan, Jr.",http://www.wikidata.org/entity/Q5322146,Q5322146,1938-12-29T00:00:00Z,Filipino American writer,male,United States of America
Category:Postcolonialism,http://www.wikidata.org/entity/Q5322146,"E. San Juan, Jr.",http://www.wikidata.org/entity/Q5322146,Q5322146,1938-12-29T00:00:00Z,Filipino American writer,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q5402955,Ethan Kleinberg,http://www.wikidata.org/entity/Q5402955,Q5402955,2000-01-01T00:00:00Z,historian,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q5408270,Eugenio Donato,http://www.wikidata.org/entity/Q5408270,Q5408270,1937-08-17T00:00:00Z,American university teacher (1937-1983),male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q5516258,Gad Barzilai,http://www.wikidata.org/entity/Q5516258,Q5516258,1958-01-01T00:00:00Z,"Professor of law, Dean of Law",male,Israel
Category:Critical theorists,http://www.wikidata.org/entity/Q5525733,Gary Peller,http://www.wikidata.org/entity/Q5525733,Q5525733,1955-01-01T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q5981052,Ian Buchanan,http://www.wikidata.org/entity/Q5981052,Q5981052,1969-07-23T00:00:00Z,Australian philosopher,male,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q6170964,Jean L. Cohen,http://www.wikidata.org/entity/Q6170964,Q6170964,1946-11-18T00:00:00Z,American political scientist,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q6425637,Koert van Mensvoort,http://www.wikidata.org/entity/Q6425637,Q6425637,1974-04-09T00:00:00Z,Dutch philosopher and artist,male,Kingdom of the Netherlands
Category:Critical theorists,http://www.wikidata.org/entity/Q6551974,Linda Smircich,http://www.wikidata.org/entity/Q6551974,Q6551974,1948-01-01T00:00:00Z,American business theorist,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q6755400,Marc Blanchard,http://www.wikidata.org/entity/Q6755400,Q6755400,1942-10-12T00:00:00Z,American academic,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q6828615,Michael Betancourt,http://www.wikidata.org/entity/Q6828615,Q6828615,1971-01-01T00:00:00Z,"American critical theorist, film theorist, art & film historian, and animator",male,United States of America
Category:Film theorists,http://www.wikidata.org/entity/Q6828615,Michael Betancourt,http://www.wikidata.org/entity/Q6828615,Q6828615,1971-01-01T00:00:00Z,"American critical theorist, film theorist, art & film historian, and animator",male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7025133,Nicholas Burbules,http://www.wikidata.org/entity/Q7025133,Q7025133,1954-01-29T00:00:00Z,American philosopher,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q7036117,Nikolas Kompridis,http://www.wikidata.org/entity/Q7036117,Q7036117,2000-01-01T00:00:00Z,Canadian philosopher,male,Canada
Category:Film theorists,http://www.wikidata.org/entity/Q7036117,Nikolas Kompridis,http://www.wikidata.org/entity/Q7036117,Q7036117,2000-01-01T00:00:00Z,Canadian philosopher,male,Canada
Category:Critical theorists,http://www.wikidata.org/entity/Q7046836,Noel B. Salazar,http://www.wikidata.org/entity/Q7046836,Q7046836,1973-01-01T00:00:00Z,socio-cultural anthropologist,male,Belgium
Category:Critical theorists,http://www.wikidata.org/entity/Q7151541,Paul James,http://www.wikidata.org/entity/Q7151541,Q7151541,1958-05-08T00:00:00Z,"Australian academic and writer on globalization, culture and sustainability",male,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q7152955,Paul Piccone,http://www.wikidata.org/entity/Q7152955,Q7152955,1940-01-17T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7323585,Richard A. Macksey,http://www.wikidata.org/entity/Q7323585,Q7323585,1931-01-01T00:00:00Z,American scholar of American literature and comparative literature,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7498831,Shirley R. Steinberg,http://www.wikidata.org/entity/Q7498831,Q7498831,1952-01-01T00:00:00Z,American academic,female,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7504793,Shuji Imamoto,http://www.wikidata.org/entity/Q7504793,Q7504793,1965-06-15T00:00:00Z,environmentalist,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q7609641,Stephen K. White,http://www.wikidata.org/entity/Q7609641,Q7609641,1949-01-01T00:00:00Z,American political theorist,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7609752,Stephen Lapthisophon,http://www.wikidata.org/entity/Q7609752,Q7609752,2000-01-01T00:00:00Z,American artist,male,NA
Category:Critical theorists,http://www.wikidata.org/entity/Q7786893,Thomas A. McCarthy,http://www.wikidata.org/entity/Q7786893,Q7786893,1940-01-01T00:00:00Z,American philosophy academic,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7922409,Veronica Forrest-Thomson,http://www.wikidata.org/entity/Q7922409,Q7922409,1947-11-28T00:00Z|1948-01-01T00:00Z,British writer,female,United Kingdom
Category:Critical theorists,http://www.wikidata.org/entity/Q7964124,Walter A. Davis,http://www.wikidata.org/entity/Q7964124,Q7964124,1942-11-09T00:00:00Z,Literary scholar,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q7983434,Werner Krieglstein,http://www.wikidata.org/entity/Q7983434,Q7983434,1941-10-31T00:00:00Z,American philosopher of Transcendental Perspectivism and Collective Organization,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q8028896,Wlad Godzich,http://www.wikidata.org/entity/Q8028896,Q8028896,1945-05-13T00:00:00Z,literary theorist,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q10326482,Mario Sergio Cortella,http://www.wikidata.org/entity/Q10326482,Q10326482,1954-03-05T00:00:00Z,"Brazilian author, philosopher",male,Brazil
Category:Critical theorists,http://www.wikidata.org/entity/Q14948907,Claire Colebrook,http://www.wikidata.org/entity/Q14948907,Q14948907,1965-10-25T00:00:00Z,Australian cultural theorist,female,Australia
Category:Feminist theorists,http://www.wikidata.org/entity/Q14948907,Claire Colebrook,http://www.wikidata.org/entity/Q14948907,Q14948907,1965-10-25T00:00:00Z,Australian cultural theorist,female,Australia
Category:Critical theorists,http://www.wikidata.org/entity/Q15453800,Russell Berman,http://www.wikidata.org/entity/Q15453800,Q15453800,1950-05-14T00:00:00Z,Stanford German Lit Prof,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q15499410,Jeremy J. Shapiro,http://www.wikidata.org/entity/Q15499410,Q15499410,1940-01-01T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q15848990,Stefan Gandler,http://www.wikidata.org/entity/Q15848990,Q15848990,1964-01-01T00:00:00Z,German philosopher,male,Germany
Category:Critical theorists,http://www.wikidata.org/entity/Q16194150,Gregg Lambert,http://www.wikidata.org/entity/Q16194150,Q16194150,1961-08-08T00:00:00Z,American philosopher,male,United States of America
Category:Critical theorists,http://www.wikidata.org/entity/Q16197276,Amy Allen,http://www.wikidata.org/entity/Q16197276,Q16197276,1970-01-01T00:00:00Z,professor,female,United States of America
