item,itemLabel,q_id,date of birth,description,sex_gender,country_citizenship
http://www.wikidata.org/entity/Q267536,Nancy Fraser,Q267536,1947-05-20T00:00:00Z,American philosopher,female,United States of America
http://www.wikidata.org/entity/Q278583,A. C. Grayling,Q278583,1949-04-03T00:00:00Z,English philosopher,male,United Kingdom
http://www.wikidata.org/entity/Q292326,Teresa de Lauretis,Q292326,1938-01-01T00:00:00Z,Italian academic,female,Italy
http://www.wikidata.org/entity/Q309829,Ken Wilber,Q309829,1949-01-31T00:00:00Z,American writer and public speaker,male,United States of America
http://www.wikidata.org/entity/Q311687,Giorgio Agamben,Q311687,1942-04-22T00:00:00Z,Italian philosopher (b. 1942),male,Italy
http://www.wikidata.org/entity/Q311697,Pim Fortuyn,Q311697,1948-02-19T00:00:00Z,Dutch politician (1948-2002),male,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q313852,Tzvetan Todorov,Q313852,1939-03-01T00:00:00Z,"Bulgarian historian, philosopher, structuralist literary critic, sociologist and essayist",male,France|Bulgaria
http://www.wikidata.org/entity/Q325741,Homi K. Bhabha,Q325741,1949-01-01T00:00:00Z,Indian critical theorist (1949),male,India
http://www.wikidata.org/entity/Q336921,"Mary Warnock, Baroness Warnock",Q336921,1924-04-14T00:00:00Z,"Philosopher of morality, education and mind, and writer on existentialism. (1924-2019)",female,United Kingdom
http://www.wikidata.org/entity/Q387807,Khen Lampert,Q387807,,Israeli academic,male,Israel
http://www.wikidata.org/entity/Q426571,Kojin Karatani,Q426571,1941-08-06T00:00:00Z,Japanese philosopher,male,Japan
http://www.wikidata.org/entity/Q440887,Laura Mulvey,Q440887,1941-08-15T00:00:00Z,British filmmaker,female,United Kingdom
http://www.wikidata.org/entity/Q441514,Martha Fineman,Q441514,1943-05-27T00:00:00Z,"American legal scholar, feminist studies scholar",female,United States of America
http://www.wikidata.org/entity/Q459310,Hamid Dabashi,Q459310,1951-06-15T00:00:00Z,American academic,male,Iran
http://www.wikidata.org/entity/Q503611,Andrew Arato,Q503611,1944-08-22T00:00:00Z,Dorothy Hart Hirshon Professor:Political/Social Theory/department of sociology/New School University,male,United States of America
http://www.wikidata.org/entity/Q507014,Paul Virilio,Q507014,1932-01-04T00:00:00Z,French philosopher,male,France
http://www.wikidata.org/entity/Q538347,Giovanna Borradori,Q538347,1963-01-01T00:00:00Z,Italian philosopher,female,Italy
http://www.wikidata.org/entity/Q542508,Trinh T. Minh-ha,Q542508,1952-01-01T00:00:00Z,Vietnamese film maker,female,United States of America|Vietnam
http://www.wikidata.org/entity/Q580695,Robert C. Solomon,Q580695,1942-09-14T00:00:00Z,American philosopher,male,United States of America
http://www.wikidata.org/entity/Q830994,Gáspár Miklós Tamás,Q830994,1948-11-28T00:00:00Z,Hungarian philosopher,male,Hungary
http://www.wikidata.org/entity/Q891708,Bolívar Echeverría,Q891708,1941-01-31T00:00:00Z,Ecuatorian academic,male,Ecuador|Mexico
http://www.wikidata.org/entity/Q1261985,Mario Kopić,Q1261985,1965-03-13T00:00:00Z,Croatian philosopher,male,Croatia
http://www.wikidata.org/entity/Q1285583,Ljubodrag Simonović,Q1285583,1949-01-10T00:00:00Z,Serbian basketball player,male,Serbia
http://www.wikidata.org/entity/Q1432523,Anibal Quijano,Q1432523,1928-11-17T00:00:00Z,Peruvian sociologist,male,Peru
http://www.wikidata.org/entity/Q1476404,Regina Becker-Schmidt,Q1476404,1937-01-01T00:00:00Z,"German university teacher, psychologist and sociologist",female,Germany
http://www.wikidata.org/entity/Q1479023,Michael J. Shapiro,Q1479023,1940-02-16T00:00:00Z,American political scientist,male,United States of America
http://www.wikidata.org/entity/Q1894365,Marcus Steinweg,Q1894365,1971-01-01T00:00:00Z,German philosopher,male,Germany
http://www.wikidata.org/entity/Q1924889,Suzanne Lilar,Q1924889,1901-05-21T00:00:00Z,Flemish Belgian Francophone writer,female,Belgium
http://www.wikidata.org/entity/Q2127389,Rahel Jaeggi,Q2127389,1966-01-01T00:00Z|1967-07-19T00:00Z,German professor,female,Germany
http://www.wikidata.org/entity/Q2264837,Stuart Sim,Q2264837,,British academic,male,United Kingdom
http://www.wikidata.org/entity/Q3084346,François Cusset,Q3084346,1969-03-09T00:00:00Z,French historian,male,France
http://www.wikidata.org/entity/Q3086932,Fred Poché,Q3086932,1960-05-21T00:00:00Z,philosopher,male,France
http://www.wikidata.org/entity/Q3188000,Judith Lorber,Q3188000,1931-11-28T00:00:00Z,American sociologist,female,United States of America
http://www.wikidata.org/entity/Q3618880,Anton Milenin,Q3618880,1969-04-07T00:00:00Z,Russian actor,male,Russia
http://www.wikidata.org/entity/Q4767020,Anna G. Jónasdóttir,Q4767020,1942-12-02T00:00:00Z,Icelandic political scientist,female,Iceland
http://www.wikidata.org/entity/Q4837807,Babette Babich,Q4837807,1956-11-14T00:00:00Z,American philosopher,female,United States of America
http://www.wikidata.org/entity/Q4961022,Brendan Myers,Q4961022,1974-07-04T00:00:00Z,Canadian philosopher,male,Canada
http://www.wikidata.org/entity/Q5301680,Douglas Kellner,Q5301680,1943-05-31T00:00:00Z,"American critical theorist, university professor",male,United States of America
http://www.wikidata.org/entity/Q5322146,"E. San Juan, Jr.",Q5322146,1938-12-29T00:00:00Z,Filipino American writer,male,United States of America
http://www.wikidata.org/entity/Q5402955,Ethan Kleinberg,Q5402955,2000-01-01T00:00:00Z,historian,male,
http://www.wikidata.org/entity/Q5408270,Eugenio Donato,Q5408270,1937-08-17T00:00:00Z,American university teacher (1937-1983),male,United States of America
http://www.wikidata.org/entity/Q5516258,Gad Barzilai,Q5516258,1958-01-01T00:00:00Z,"Professor of law, Dean of Law",male,Israel
http://www.wikidata.org/entity/Q5525733,Gary Peller,Q5525733,1955-01-01T00:00:00Z,American philosopher,male,United States of America
http://www.wikidata.org/entity/Q5981052,Ian Buchanan,Q5981052,1969-07-23T00:00:00Z,Australian philosopher,male,Australia
http://www.wikidata.org/entity/Q6170964,Jean L. Cohen,Q6170964,1946-11-18T00:00:00Z,American political scientist,female,United States of America
http://www.wikidata.org/entity/Q6425637,Koert van Mensvoort,Q6425637,1974-04-09T00:00:00Z,Dutch philosopher and artist,male,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q6551974,Linda Smircich,Q6551974,1948-01-01T00:00:00Z,American business theorist,female,United States of America
http://www.wikidata.org/entity/Q6755400,Marc Blanchard,Q6755400,1942-10-12T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q6828615,Michael Betancourt,Q6828615,1971-01-01T00:00:00Z,"American critical theorist, film theorist, art & film historian, and animator",male,United States of America
http://www.wikidata.org/entity/Q7025133,Nicholas Burbules,Q7025133,1954-01-29T00:00:00Z,American philosopher,male,
http://www.wikidata.org/entity/Q7036117,Nikolas Kompridis,Q7036117,2000-01-01T00:00:00Z,Canadian philosopher,male,Canada
http://www.wikidata.org/entity/Q7046836,Noel B. Salazar,Q7046836,1973-01-01T00:00:00Z,socio-cultural anthropologist,male,Belgium
http://www.wikidata.org/entity/Q7151541,Paul James,Q7151541,1958-05-08T00:00:00Z,"Australian academic and writer on globalization, culture and sustainability",male,Australia
http://www.wikidata.org/entity/Q7152955,Paul Piccone,Q7152955,1940-01-17T00:00:00Z,American philosopher,male,United States of America
http://www.wikidata.org/entity/Q7323585,Richard A. Macksey,Q7323585,1931-01-01T00:00:00Z,American scholar of American literature and comparative literature,male,United States of America
http://www.wikidata.org/entity/Q7498831,Shirley R. Steinberg,Q7498831,1952-01-01T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q7504793,Shuji Imamoto,Q7504793,1965-06-15T00:00:00Z,environmentalist,male,
http://www.wikidata.org/entity/Q7609641,Stephen K. White,Q7609641,1949-01-01T00:00:00Z,American political theorist,male,United States of America
http://www.wikidata.org/entity/Q7609752,Stephen Lapthisophon,Q7609752,2000-01-01T00:00:00Z,American artist,male,
http://www.wikidata.org/entity/Q7786893,Thomas A. McCarthy,Q7786893,1940-01-01T00:00:00Z,American philosophy academic,male,United States of America
http://www.wikidata.org/entity/Q7922409,Veronica Forrest-Thomson,Q7922409,1947-11-28T00:00Z|1948-01-01T00:00Z,British writer,female,United Kingdom
http://www.wikidata.org/entity/Q7964124,Walter A. Davis,Q7964124,1942-11-09T00:00:00Z,Literary scholar,male,United States of America
http://www.wikidata.org/entity/Q7983434,Werner Krieglstein,Q7983434,1941-10-31T00:00:00Z,American philosopher of Transcendental Perspectivism and Collective Organization,male,United States of America
http://www.wikidata.org/entity/Q8028896,Wlad Godzich,Q8028896,1945-05-13T00:00:00Z,literary theorist,male,United States of America
http://www.wikidata.org/entity/Q10326482,Mario Sergio Cortella,Q10326482,1954-03-05T00:00:00Z,"Brazilian author, philosopher",male,Brazil
http://www.wikidata.org/entity/Q14948907,Claire Colebrook,Q14948907,1965-10-25T00:00:00Z,Australian cultural theorist,female,Australia
http://www.wikidata.org/entity/Q15453800,Russell Berman,Q15453800,1950-05-14T00:00:00Z,Stanford German Lit Prof,male,United States of America
http://www.wikidata.org/entity/Q15499410,Jeremy J. Shapiro,Q15499410,1940-01-01T00:00:00Z,American philosopher,male,United States of America
http://www.wikidata.org/entity/Q15848990,Stefan Gandler,Q15848990,1964-01-01T00:00:00Z,German philosopher,male,Germany
http://www.wikidata.org/entity/Q16194150,Gregg Lambert,Q16194150,1961-08-08T00:00:00Z,American philosopher,male,United States of America
http://www.wikidata.org/entity/Q16197276,Amy Allen,Q16197276,1970-01-01T00:00:00Z,professor,female,United States of America
http://www.wikidata.org/entity/Q16728131,Tom Cohen,Q16728131,1953-08-13T00:00:00Z,American media and cultural theorist,male,United States of America
http://www.wikidata.org/entity/Q16728951,Ann Ferguson,Q16728951,1938-06-03T00:00:00Z,feminist philosopher,female,United States of America
http://www.wikidata.org/entity/Q17386258,Linda Rampell,Q17386258,1971-12-05T00:00:00Z,Swedish design academic,female,Sweden
http://www.wikidata.org/entity/Q18386613,Susan Best,Q18386613,,Australian art historian,female,Australia
http://www.wikidata.org/entity/Q18387068,Chela Sandoval,Q18387068,1956-07-31T00:00:00Z,Chicana and post-colonial feminist and theoretician,female,United States of America
http://www.wikidata.org/entity/Q18388053,Dana L. Cloud,Q18388053,,American academic,female,United States of America
http://www.wikidata.org/entity/Q18688080,Adrian Johnston,Q18688080,1974-01-01T00:00:00Z,American philosopher,male,
http://www.wikidata.org/entity/Q20685134,James Phillips,Q20685134,,Australian philosopher,male,Australia
http://www.wikidata.org/entity/Q20875953,Joanne Faulkner,Q20875953,1972-04-14T00:00:00Z,"Australian writer, philosopher",female,Australia
http://www.wikidata.org/entity/Q24006336,Nick Srnicek,Q24006336,1982-12-13T00:00:00Z,Canadian writer and academic,male,United Kingdom
http://www.wikidata.org/entity/Q24196086,Ronald E. Day,Q24196086,1959-01-01T00:00:00Z,American librarian,male,United States of America
http://www.wikidata.org/entity/Q28018695,Bonnie Zimmerman,Q28018695,1947-01-01T00:00:00Z,American literary critic and women’s studies scholar,female,United States of America
http://www.wikidata.org/entity/Q28940963,George Yancy,Q28940963,1961-06-03T00:00:00Z,American philosopher,male,
http://www.wikidata.org/entity/Q39070591,Bruce Fink,Q39070591,,,male,
http://www.wikidata.org/entity/Q42005080,David Gillborn,Q42005080,1962-04-11T00:00:00Z,British educational researcher (born 1962),male,
http://www.wikidata.org/entity/Q48687755,Primož Repar,Q48687755,1967-06-16T00:00:00Z,Slovene writer,male,Slovenia|Socialist Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q53198433,Craig Hanks,Q53198433,1961-10-16T00:00:00Z,American philosopher,male,
http://www.wikidata.org/entity/Q56064322,Tressie McMillan Cottom,Q56064322,,"American writer, sociologist, and professor",female,
http://www.wikidata.org/entity/Q56600143,Judith Still,Q56600143,1958-01-01T00:00:00Z,professor of French and critical theory,female,
http://www.wikidata.org/entity/Q57585139,Nicholas H. Smith,Q57585139,1962-01-01T00:00:00Z,Australian philosopher,male,
http://www.wikidata.org/entity/Q59388111,Fabian Freyenhagen,Q59388111,1978-09-01T00:00:00Z,British philosopher,male,
http://www.wikidata.org/entity/Q73119329,Tiffany Willoughby-Herard,Q73119329,1973-01-01T00:00:00Z,American scholar of African American studies,female,
http://www.wikidata.org/entity/Q90723883,Isolde Standish,Q90723883,,Australian-British scholar of Japanese cinema,female,
http://www.wikidata.org/entity/Q94273633,Joy James,Q94273633,1958-01-01T00:00:00Z,"American political philosopher, academic and author",female,
http://www.wikidata.org/entity/Q104632602,Eva Haifa Giraud,Q104632602,,,female,
http://www.wikidata.org/entity/Q104843575,Teresa N. Washington,Q104843575,,"African American academic, author, activist, and public speaker",female,United States of America
http://www.wikidata.org/entity/Q106040051,Brian O'Connor,Q106040051,,Irish social philosopher and professor,male,
http://www.wikidata.org/entity/Q107575646,David M. Berry,Q107575646,1974-01-01T00:00:00Z,British philosopher,male,
http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,Q7197,1908-01-09T00:00:00Z,"French writer, intellectual, existentialist philosopher, political activist, feminist, and social theorist",female,France
http://www.wikidata.org/entity/Q9358,Friedrich Nietzsche,Q9358,1844-10-15T00:00:00Z,"German philosopher, poet, composer, cultural critic, and classical philologist",male,Kingdom of Prussia
http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre,Q9364,1905-06-21T00:00:00Z,"French philosopher, playwright and novelist (1905–1980)",male,France
http://www.wikidata.org/entity/Q28918,Luce Irigaray,Q28918,1930-05-03T00:00:00Z,"Belgian-born French feminist, philosopher, linguist, psycholinguist, psychoanalyst and cultural theorist",female,Belgium|France
http://www.wikidata.org/entity/Q38193,Arthur Schopenhauer,Q38193,1788-02-22T00:00:00Z,German philosopher (1788–1860),male,Germany
http://www.wikidata.org/entity/Q44272,Michel Foucault,Q44272,1926-10-15T00:00:00Z,French philosopher,male,France
http://www.wikidata.org/entity/Q60735,Axel Honneth,Q60735,1949-06-18T00:00:00Z,German philosopher,male,Germany
http://www.wikidata.org/entity/Q61078,Walter Benjamin,Q61078,1892-07-15T00:00:00Z,"German literary critic, philosopher and social critic (1892-1940)",male,German Empire|German Reich
http://www.wikidata.org/entity/Q61628,Eugen Fink,Q61628,1905-12-11T00:00:00Z,German philosopher,male,Germany
http://www.wikidata.org/entity/Q62977,Walter Kaufmann,Q62977,1921-07-01T00:00:00Z,American philosopher,male,Germany|United States of America
http://www.wikidata.org/entity/Q114007,Uta Gerhardt,Q114007,1938-06-11T00:00:00Z,German sociologist,female,Germany
http://www.wikidata.org/entity/Q135576,Alfred Radcliffe-Brown,Q135576,1881-01-17T00:00:00Z,British anthropologist,male,United Kingdom
http://www.wikidata.org/entity/Q144535,Herbert Spencer,Q144535,1820-04-27T00:00:00Z,"English philosopher, biologist, sociologist, and prominent classical liberal political theorist (1820-1903)",male,United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q184992,Bronisław Malinowski,Q184992,1884-04-07T00:00:00Z,Polish anthropologist and ethnographer based in England and the USA,male,Austria-Hungary|United Kingdom|United States of America|United Kingdom of Great Britain and Ireland
http://www.wikidata.org/entity/Q312843,Robert K. Merton,Q312843,1910-07-04T00:00:00Z,American sociologist,male,United States of America
http://www.wikidata.org/entity/Q57238,Niklas Luhmann,Q57238,1927-12-08T00:00:00Z,"German sociologist, administration expert, and social systems theorist",male,Germany
http://www.wikidata.org/entity/Q20712127,Christian List,Q20712127,2000-01-01T00:00:00Z,political scientist,male,
http://www.wikidata.org/entity/Q467333,Elaine Showalter,Q467333,1941-01-21T00:00:00Z,"American literary critic, feminist, and writer on cultural and social issues",female,United States of America
http://www.wikidata.org/entity/Q6548193,Lillian Robinson,Q6548193,1941-04-18T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q15500454,Lynne Hanley,Q15500454,1943-01-01T00:00:00Z,British writer,female,United Kingdom
http://www.wikidata.org/entity/Q16729748,Susan Hekman,Q16729748,1948-02-28T00:00:00Z,American feminist,female,
http://www.wikidata.org/entity/Q24232706,Ellen Moers,Q24232706,1928-01-01T00:00:00Z,American academic and literary scholar,female,
http://www.wikidata.org/entity/Q59401,Jenny d'Héricourt,Q59401,1809-09-10T00:00:00Z,French writer and feminist activist,female,France
http://www.wikidata.org/entity/Q101638,Mary Wollstonecraft,Q101638,1759-04-27T00:00:00Z,"English writer, philosopher, women's rights advocate (1759–1797)",female,Great Britain
http://www.wikidata.org/entity/Q159876,Julia Kristeva,Q159876,1941-06-24T00:00:00Z,"Bulgarian-French philosopher, psychoanalyst & academic",female,France|Bulgaria
http://www.wikidata.org/entity/Q231178,Gloria Steinem,Q231178,1934-03-25T00:00:00Z,American feminist and journalist,female,United States of America
http://www.wikidata.org/entity/Q234604,Betty Friedan,Q234604,1921-02-04T00:00:00Z,American activist,female,United States of America
http://www.wikidata.org/entity/Q234964,Hélène Cixous,Q234964,1937-06-05T00:00:00Z,French philosopher and writer,female,France|Algeria
http://www.wikidata.org/entity/Q241398,Andrea Dworkin,Q241398,1946-09-26T00:00:00Z,American feminist writer,female,United States of America
http://www.wikidata.org/entity/Q255463,Camille Paglia,Q255463,1947-04-02T00:00:00Z,American writer,non-binary,United States of America
http://www.wikidata.org/entity/Q270800,Gaston Bachelard,Q270800,1884-06-27T00:00:00Z,French writer and philosopher,male,France
http://www.wikidata.org/entity/Q463319,Audre Lorde,Q463319,1934-02-18T00:00:00Z,US-American writer and activist,female,United States of America
http://www.wikidata.org/entity/Q468956,Chantal Chawaf,Q468956,1943-11-15T00:00:00Z,French writer,female,France
http://www.wikidata.org/entity/Q1708398,Josephine Donovan,Q1708398,1941-12-07T00:00:00Z,American professor,female,United States of America
http://www.wikidata.org/entity/Q2662864,Rosi Braidotti,Q2662864,1954-09-28T00:00:00Z,Italian-Australian feminist (1954-),female,Australia
http://www.wikidata.org/entity/Q3051714,Elsa Dorlin,Q3051714,1974-01-01T00:00:00Z,French philosopher,female,France
http://www.wikidata.org/entity/Q3108719,Griselda Pollock,Q3108719,1949-03-11T00:00:00Z,British art historian,female,United Kingdom
http://www.wikidata.org/entity/Q5362883,Elizabeth Grosz,Q5362883,1952-10-14T00:00:00Z,"Australian philosopher, feminist theorist, and  academic",female,Australia|United States of America
http://www.wikidata.org/entity/Q5607638,Greta Gaard,Q5607638,1960-02-29T00:00:00Z,American feminist,female,United States of America
http://www.wikidata.org/entity/Q6303321,Judith C. Brown,Q6303321,1946-01-01T00:00:00Z,American historian,female,United States of America
http://www.wikidata.org/entity/Q6872244,Mira Schor,Q6872244,1950-06-01T00:00:00Z,American artist,female,United States of America
http://www.wikidata.org/entity/Q6962765,Nancy K. Miller,Q6962765,1941-02-21T00:00:00Z,American literary critic,female,United States of America
http://www.wikidata.org/entity/Q6964697,Naomi Schor,Q6964697,1943-10-10T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q7190013,Pia de Solenni,Q7190013,,American journalist,female,
http://www.wikidata.org/entity/Q7375410,Rozsika Parker,Q7375410,1945-12-27T00:00:00Z,British art historian,female,United Kingdom
http://www.wikidata.org/entity/Q12960793,Žarana Papić,Q12960793,1949-07-04T00:00:00Z,Yugoslav feminist,female,
http://www.wikidata.org/entity/Q14946842,Rita Felski,Q14946842,1956-01-01T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q15437208,Sara Ahmed,Q15437208,1969-08-30T00:00:00Z,British-Australian scholar (b. 1969),female,United Kingdom
http://www.wikidata.org/entity/Q16202911,Roxane Gay,Q16202911,1974-10-15T00:00:00Z,American writer,female,United States of America
http://www.wikidata.org/entity/Q17511774,Tara Rodgers,Q17511774,,American musician,female,United States of America
http://www.wikidata.org/entity/Q19546794,Mary Garrard,Q19546794,1937-01-01T00:00:00Z,American art historian,female,United States of America
http://www.wikidata.org/entity/Q19609771,Jan Boxill,Q19609771,1939-01-01T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q28874277,Margarete Stokowski,Q28874277,1986-04-14T00:00:00Z,Polish-German essayist,female,Germany|Polish People's Republic
http://www.wikidata.org/entity/Q28921553,Mary Susan McIntosh,Q28921553,1936-03-13T00:00:00Z,"British sociologist, feminist, political activist and LGBTQ+ rights campaigner",female,United Kingdom
http://www.wikidata.org/entity/Q29028404,Brenda Feigen,Q29028404,1944-01-01T00:00:00Z,American feminist author,female,United States of America
http://www.wikidata.org/entity/Q29056911,Despina Stratigakos,Q29056911,1963-03-03T00:00:00Z,"architectural historian, writer, and professor",female,Canada
http://www.wikidata.org/entity/Q29447165,Audrey Wollen,Q29447165,1992-01-01T00:00:00Z,feminist theorist and visual artist,female,
http://www.wikidata.org/entity/Q41555686,Nirmal Puwar,Q41555686,2000-01-01T00:00:00Z,senior lecturer,female,United Kingdom
http://www.wikidata.org/entity/Q43372090,Lydia Sklevicky,Q43372090,1952-05-07T00:00:00Z,,female,Croatia
http://www.wikidata.org/entity/Q56433871,Claire Kahane,Q56433871,1935-01-01T00:00:00Z,"American writer, scholar, and feminist literary critic",female,
http://www.wikidata.org/entity/Q56697416,Lisa Adkins,Q56697416,1950-01-01T00:00:00Z,Australian economic sociologist,female,Australia
http://www.wikidata.org/entity/Q59571709,Alison Phipps,Q59571709,,researcher ORCID ID = 0000-0001-9476-6848,female,United Kingdom
http://www.wikidata.org/entity/Q64706980,Jenny Brown,Q64706980,2000-01-01T00:00:00Z,American feminist and writer,female,United States of America
http://www.wikidata.org/entity/Q71066344,Bonnie J. Morris,Q71066344,1961-05-14T00:00Z|1961-01-01T00:00Z,women's studies scholar,female,
http://www.wikidata.org/entity/Q71610095,Frances Heidensohn,Q71610095,1942-07-14T00:00:00Z,academic sociologist and criminologist,female,
http://www.wikidata.org/entity/Q99202066,Pauline Harmange,Q99202066,1994-12-06T00:00:00Z,French writer and feminist,female,France
http://www.wikidata.org/entity/Q101091938,Patti Duncan,Q101091938,,,female,
http://www.wikidata.org/entity/Q105906162,Catherine Eschle,Q105906162,,"British political scientist, scholar",female,
http://www.wikidata.org/entity/Q106631130,Anne Phillips,Q106631130,1950-06-02T00:00:00Z,,female,
http://www.wikidata.org/entity/Q109332104,Alison Kafer,Q109332104,,American academic,female,
http://www.wikidata.org/entity/Q181590,George Greenwood,Q181590,1850-01-03T00:00:00Z,British lawyer and politician (1850-1928),male,United Kingdom
http://www.wikidata.org/entity/Q1661230,Richard C. Hoagland,Q1661230,1945-04-25T00:00:00Z,American conspiracy theorist,male,United States of America
http://www.wikidata.org/entity/Q4768577,Anne Macaulay,Q4768577,1924-03-11T00:00:00Z,musicologist,female,
http://www.wikidata.org/entity/Q5478582,Frances Cress Welsing,Q5478582,1935-03-18T00:00:00Z,American psychiatrist,female,United States of America
http://www.wikidata.org/entity/Q6281882,Joseph C. Hart,Q6281882,1798-01-01T00:00:00Z,American writer,male,United States of America
http://www.wikidata.org/entity/Q42887033,Danney Williams,Q42887033,1985-12-07T00:00:00Z,American man who claims to be the son of President Bill Clinton,male,United States of America
http://www.wikidata.org/entity/Q99541444,Basic fault theory,Q99541444,1896-12-03T00:00:00Z,,male,
http://www.wikidata.org/entity/Q538549,John Addington Symonds,Q538549,1840-10-05T00:00:00Z,English poet and literary critic,male,United Kingdom of Great Britain and Ireland|United Kingdom
http://www.wikidata.org/entity/Q7356608,Roderick Ferguson,Q7356608,2000-01-01T00:00:00Z,American academic,male,
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,Q258462,1950-05-02T00:00:00Z,American scholar of queer theory,female,United States of America
http://www.wikidata.org/entity/Q263201,Monique Wittig,Q263201,1935-07-13T00:00:00Z,French writer,female,France
http://www.wikidata.org/entity/Q330072,Patrick Califia,Q330072,1954-03-08T00:00:00Z,American writer,transgender male,United States of America
http://www.wikidata.org/entity/Q349945,Jonathan Ned Katz,Q349945,1938-01-01T00:00:00Z,historian,male,United States of America
http://www.wikidata.org/entity/Q351309,John D'Emilio,Q351309,1948-09-21T00:00:00Z,American historian,male,United States of America
http://www.wikidata.org/entity/Q360259,Leo Bersani,Q360259,1931-04-16T00:00:00Z,"Literary theorist and emeritus university professor of French at the University of California, Berkeley.",male,United States of America
http://www.wikidata.org/entity/Q433322,Jack Halberstam,Q433322,1961-12-15T00:00:00Z,"American academic, LGBT+ activist",non-binary,United States of America
http://www.wikidata.org/entity/Q438164,Samuel R. Delany,Q438164,1942-04-01T00:00:00Z,American author and literary critic,male,United States of America
http://www.wikidata.org/entity/Q468609,Paul B. Preciado,Q468609,1970-01-01T00:00:00Z,Spanish philosopher,transgender male,Spain
http://www.wikidata.org/entity/Q546490,Riki Wilchins,Q546490,1952-01-01T00:00:00Z,American writer,female,United States of America
http://www.wikidata.org/entity/Q546569,Annamarie Jagose,Q546569,1965-01-01T00:00:00Z,New Zealand writer,female,New Zealand
http://www.wikidata.org/entity/Q705633,David M. Halperin,Q705633,1952-04-02T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q1263313,Miodrag Kojadinović,Q1263313,1961-01-01T00:00:00Z,Canadian poet and academic,male,Canada|Serbia
http://www.wikidata.org/entity/Q1309970,Guy Hocquenghem,Q1309970,1946-12-10T00:00:00Z,French writer,male,France
http://www.wikidata.org/entity/Q1703138,Jonathan David Katz,Q1703138,1958-01-01T00:00:00Z,American art historian,male,United States of America
http://www.wikidata.org/entity/Q1926624,Tiina Rosenberg,Q1926624,1958-07-07T00:00:00Z,Swedish academic,female,Finland|Sweden
http://www.wikidata.org/entity/Q1929737,Michael Warner,Q1929737,1958-01-01T00:00:00Z,American writer,male,United States of America
http://www.wikidata.org/entity/Q2940092,Carolyn Dinshaw,Q2940092,1957-01-01T00:00:00Z,American academic,female,United States of America
http://www.wikidata.org/entity/Q3109110,Gloria E. Anzaldúa,Q3109110,1942-09-26T00:00:00Z,"Chicana cultural theory, feminist theory, and queer theory",female,Mexico
http://www.wikidata.org/entity/Q3510922,Don Kulick,Q3510922,1960-01-01T00:00:00Z,anthropologist and linguist,male,Sweden
http://www.wikidata.org/entity/Q3853889,Jonathan Dollimore,Q3853889,1948-07-31T00:00:00Z,English sociologist and social theorist,male,United Kingdom
http://www.wikidata.org/entity/Q4897556,Beth Kelly,Q4897556,,American academic,female,United States of America
http://www.wikidata.org/entity/Q4908332,Bill Burgwinkle,Q4908332,,British academic,male,
http://www.wikidata.org/entity/Q5024515,Calvin Thomas,Q5024515,1956-05-12T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q5203476,D. A. Miller,Q5203476,1948-01-22T00:00:00Z,American literary critic,male,United States of America
http://www.wikidata.org/entity/Q5239234,David Ross Fryer,Q5239234,1969-01-01T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q5322089,E. Patrick Johnson,Q5322089,1967-03-01T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q5363372,Elizabeth Povinelli,Q5363372,1962-02-03T00:00:00Z,"Franz Boas Professor of Anthropology and Gender Studies, Columbia University",female,United States of America
http://www.wikidata.org/entity/Q5528727,Gayatri Reddy,Q5528727,1982-06-23T00:00:00Z,"Anthropologist, professor of gender studies",female,India
http://www.wikidata.org/entity/Q6292143,José Esteban Muñoz,Q6292143,1967-08-09T00:00:00Z,American academic,male,Cuba
http://www.wikidata.org/entity/Q6301133,Juan Vicente Aliaga,Q6301133,1959-01-01T00:00:00Z,Spanish art critic and queer theorist,male,Spain
http://www.wikidata.org/entity/Q6432715,Kortney Ryan Ziegler,Q6432715,1980-12-15T00:00:00Z,American film maker,transgender male,United States of America
http://www.wikidata.org/entity/Q6513519,Lee Edelman,Q6513519,1953-01-01T00:00:00Z,American academic,male,United States of America
http://www.wikidata.org/entity/Q7273944,R. Raj Rao,Q7273944,1955-01-01T00:00:00Z,"Indian writer, teacher, gay-rights activist",male,India
